artist,n_songs,n_tokens,ttr,hapax_ratio,mat_density,sentiment_lex,top_emotions,year_min,year_max
Ramil Gas,1,116,0.5431034482758621,0.3620689655172414,0.0,0.02586206896551724,joy:3,,
Ramile Rozimehemmet,1,68,0.5588235294117647,0.19117647058823528,0.0,0.0,,,
Rate1.2,1,694,0.5605187319884726,0.45677233429394815,0.010086455331412104,0.008645533141210375,"joy:3,fear:1",,
Regina Spektor,1,343,0.5276967930029155,0.27696793002915454,0.0,0.011661807580174927,"joy:5,sadness:1",2009.0,2009.0
Rem-Digga,1,285,0.6807017543859649,0.5368421052631579,0.021052631578947368,-0.0035087719298245615,"anger:2,joy:1",,
Rewake,1,334,0.6197604790419161,0.5089820359281437,0.005988023952095809,-0.0029940119760479044,"sadness:2,anger:1,joy:1",,
Rigos,1,303,0.6468646864686468,0.5247524752475248,0.0,0.006600660066006601,,,
RipBeat,1,250,0.676,0.512,0.0,-0.012,"anger:4,joy:3,disgust:1",2013.0,2013.0
Ronan Keating,1,321,0.5015576323987538,0.32398753894080995,0.0,0.021806853582554516,"joy:6,anger:1,sadness:1",2006.0,2006.0
Rotoff,1,144,0.5138888888888888,0.4027777777777778,0.0,0.013888888888888888,joy:2,,
RusKey,1,471,0.5116772823779193,0.3630573248407643,0.0,0.027600849256900213,"joy:7,disgust:1,fear:1",,
SCROODGEE ( СКРУДЖИ ),1,119,0.5714285714285714,0.42016806722689076,0.0,0.01680672268907563,"joy:3,sadness:2",,
SD AND SCHOKK,1,499,0.4789579158316633,0.34468937875751504,0.0,0.03006012024048096,"joy:16,fear:2,sadness:1",,
SH Kera,1,231,0.7186147186147186,0.5757575757575758,0.0,0.021645021645021644,"sadness:4,joy:3,surprise:1",,
SKVerniy_hhiu_r 2_,1,345,0.6956521739130435,0.5739130434782609,0.008695652173913044,0.017391304347826087,"joy:7,surprise:3,anger:2",,
Samuel L. Jackson,1,175,0.6971428571428572,0.56,0.0,-0.005714285714285714,"anger:2,joy:1",,
Sandy Fish,1,199,0.6884422110552764,0.542713567839196,0.0,0.005025125628140704,"joy:4,anger:1,sadness:1",,
Scroodge (Скрудж),1,104,0.4423076923076923,0.25,0.0,0.08653846153846154,,,
Scroodge/Скрудж (Київ),1,115,0.5304347826086957,0.33043478260869563,0.0,0.008695652173913044,,,
Slot,1,272,0.3713235294117647,0.23529411764705882,0.0,0.10294117647058823,"joy:28,surprise:7,fear:2",2009.0,2009.0
Soulkast,1,52,0.8653846153846154,0.75,0.0,0.0,,2011.0,2011.0
Stas Neiz,1,344,0.5058139534883721,0.31976744186046513,0.0,0.0,,,
StePik,1,233,0.3218884120171674,0.14163090128755365,0.0,0.10300429184549356,joy:18,,
StilRyder,1,193,0.6062176165803109,0.45595854922279794,0.0051813471502590676,0.025906735751295335,"joy:5,sadness:1",2025.0,2025.0
Summer of Haze,1,68,0.8970588235294118,0.8382352941176471,0.0,0.0,,,
Super Rags,1,208,0.5336538461538461,0.39903846153846156,0.009615384615384616,0.04807692307692308,joy:5,,
T9,1,287,0.5296167247386759,0.3240418118466899,0.0,0.020905923344947737,"joy:3,sadness:3,disgust:1",,
TALIBAL prod.,1,241,0.7510373443983402,0.6639004149377593,0.004149377593360996,0.012448132780082987,"anger:1,surprise:1",,
TALIBAL тони раут,1,497,0.482897384305835,0.33400402414486924,0.0,-0.01609657947686117,"fear:11,anger:4,joy:3",,
TROLLFACE,1,154,0.3051948051948052,0.21428571428571427,0.0,0.05844155844155844,"joy:12,fear:2,sadness:1",,
Ta1PaN_New_empire_battle_4r,1,191,0.6282722513089005,0.43455497382198954,0.010471204188481676,0.005235602094240838,,,
Tanir,1,324,0.5771604938271605,0.4567901234567901,0.0,0.015432098765432098,"joy:2,anger:1,disgust:1",,
Timati feat. Скруджи,1,300,0.49,0.3466666666666667,0.006666666666666667,0.006666666666666667,"sadness:2,anger:1,joy:1",,
"Timati, Mot, Lone, Скрудж, Chess",1,512,0.361328125,0.265625,0.001953125,0.013671875,joy:1,,
Tony Gun,1,337,0.34124629080118696,0.18694362017804153,0.0,0.0,,2014.0,2014.0
Toto Cutugno,1,416,0.46153846153846156,0.2860576923076923,0.0,0.040865384615384616,"joy:17,anger:2,sadness:1",,
USOW ( ERBoH ),1,455,0.5692307692307692,0.42637362637362636,0.0,0.02857142857142857,"joy:9,sadness:2,anger:1",,
VCrash,1,458,0.4847161572052402,0.3034934497816594,0.008733624454148471,0.008733624454148471,"joy:7,surprise:2,anger:1",,
VOICE OF SATURN,1,94,0.6595744680851063,0.3617021276595745,0.0,0.05319148936170213,"fear:3,joy:1",,
Vadim Tikot,1,470,0.6617021276595745,0.5574468085106383,0.0,0.0425531914893617,"joy:14,sadness:2,anger:1",,
Vol'naya Dusha,1,588,0.5221088435374149,0.36054421768707484,0.0017006802721088435,0.015306122448979591,"joy:4,sadness:2,fear:1",,
Vomut,1,286,0.7832167832167832,0.6643356643356644,0.01048951048951049,0.0,"anger:1,joy:1,sadness:1",,
Xeyale Manafli,1,159,0.6226415094339622,0.37735849056603776,0.0,0.050314465408805034,joy:5,,
[BassBoosted by Ramil],1,291,0.33676975945017185,0.13058419243986255,0.0,0.03436426116838488,"joy:14,fear:2,sadness:2",,
[Loc-Dog,1,636,0.559748427672956,0.4088050314465409,0.009433962264150943,0.031446540880503145,"joy:7,fear:1",2010.0,2010.0
[METEORA],1,489,0.6155419222903885,0.4948875255623722,0.0081799591002045,0.02044989775051125,"joy:6,fear:3,sadness:2",,
[С.М.879]Jah Khalib,1,436,0.3623853211009174,0.23394495412844038,0.0,0.01834862385321101,"joy:4,anger:1,fear:1",,
ant 25/17,1,262,0.5801526717557252,0.4198473282442748,0.0,0.019083969465648856,joy:1,,
cover by XORVON,1,68,0.7794117647058824,0.6617647058823529,0.0,0.014705882352941176,,,
dom1No,1,492,0.4613821138211382,0.2967479674796748,0.0020325203252032522,0.008130081300813009,"joy:9,anger:7,sadness:3",2015.0,2015.0
edik_kingsta,1,359,0.5431754874651811,0.4178272980501393,0.0,0.013927576601671309,"joy:2,sadness:2,fear:1",,
iSIXONE,1,60,0.6666666666666666,0.5833333333333334,0.23333333333333334,-0.03333333333333333,,,
jah Khalib,1,362,0.42265193370165743,0.3259668508287293,0.0,0.011049723756906077,,,
kavabanga,1,308,0.6396103896103896,0.4837662337662338,0.0,0.01948051948051948,"joy:7,fear:3,sadness:1",,
loqiemean x,1,127,0.7716535433070866,0.6692913385826772,0.0,0.0,"anger:1,joy:1",,
nightcore,1,258,0.29069767441860467,0.1511627906976744,0.0,0.08527131782945736,sadness:1,,
polusplus.com,1,539,0.3228200371057514,0.19109461966604824,0.0,0.012987012987012988,"joy:8,fear:4,sadness:2",,
sted.d,1,174,0.764367816091954,0.6724137931034483,0.005747126436781609,0.017241379310344827,"joy:5,fear:1,sadness:1",,
storm in life ♛,1,107,0.5514018691588785,0.3364485981308411,0.0,-0.009345794392523364,joy:4,,
t3tri,1,227,0.6696035242290749,0.5550660792951542,0.0,0.00881057268722467,"joy:3,sadness:1",,
the Chemodan feat Рэм Дигга,1,348,0.6293103448275862,0.46264367816091956,0.005747126436781609,0.022988505747126436,"joy:6,fear:1,sadness:1",,
ya kruche,1,160,0.7625,0.64375,0.0,0.0125,"joy:3,fear:2",,
youhate,1,157,0.7388535031847133,0.6178343949044586,0.012738853503184714,-0.006369426751592357,fear:1,,
zgheilmyfrr,1,227,0.5110132158590308,0.33480176211453744,0.0,-0.013215859030837005,"joy:2,sadness:1",,
|Subwoofer|,1,33,0.7575757575757576,0.6060606060606061,0.0,0.0,,,
«Полкино»,1,60,0.8833333333333333,0.8166666666666667,0.0,0.0,,,
°• Рэм Дигга,1,271,0.5313653136531366,0.36900369003690037,0.0,0.0,"joy:2,sadness:2,anger:1",,
˜”*°•.☆ааааааааа!!!,1,187,0.3850267379679144,0.1711229946524064,0.0,0.0106951871657754,,,
ιllιlι.ιl,1,310,0.6064516129032258,0.4806451612903226,0.0,0.0032258064516129032,"joy:3,fear:1",,
А. Грейчайник,1,116,0.6982758620689655,0.5,0.008620689655172414,0.0,sadness:1,,
АК- 47,1,369,0.5420054200542005,0.3983739837398374,0.037940379403794036,-0.0027100271002710027,"joy:2,sadness:1",,
АНТ (25/17),1,350,0.32285714285714284,0.15714285714285714,0.0,0.03142857142857143,"joy:10,surprise:8,sadness:5",,
АНТ 25/17,1,346,0.569364161849711,0.42196531791907516,0.002890173410404624,0.04046242774566474,"joy:11,fear:4,sadness:2",,
Абубакирова Гульфарида,1,333,0.6966966966966966,0.5315315315315315,0.0,0.0,,,
Авеню,1,372,0.5268817204301075,0.3736559139784946,0.008064516129032258,0.013440860215053764,"joy:2,sadness:1",,
Агата Кристи,1,71,0.5774647887323944,0.30985915492957744,0.0,0.04225352112676056,joy:3,,
Агата Кристи - Чудеса,1,91,0.45054945054945056,0.24175824175824176,0.0,0.04395604395604396,joy:4,,
Агния Барто,1,127,0.7244094488188977,0.5984251968503937,0.0,0.007874015748031496,,,
Адаманты,1,421,0.5795724465558195,0.4346793349168646,0.007125890736342043,-0.007125890736342043,"anger:6,joy:3,surprise:2",,
Айгуль Бариева,1,80,0.5,0.3125,0.0,0.0,,,
Айсылу Мухамадиева,1,120,0.5916666666666667,0.375,0.0,0.0,,,
Ака 47,1,365,0.6082191780821918,0.4821917808219178,0.057534246575342465,0.010958904109589041,"joy:3,anger:2",,
Александр Шуров,1,231,0.645021645021645,0.5151515151515151,0.0,0.004329004329004329,joy:2,,
Алина Булатова,1,335,0.7044776119402985,0.5402985074626866,0.0,0.0,,2021.0,2021.0
Алла Пугачева,1,136,0.5955882352941176,0.375,0.0,0.007352941176470588,joy:1,,
Алые Паруса.,1,235,0.3617021276595745,0.10212765957446808,0.0,0.03829787234042553,"joy:7,anger:3,surprise:2",,
Аля Кудряшова,1,273,0.6227106227106227,0.5018315018315018,0.0,0.01098901098901099,"joy:3,sadness:3,anger:2",,
Аля Кумар,1,475,0.5221052631578947,0.3894736842105263,0.002105263157894737,0.008421052631578947,"joy:5,anger:1,disgust:1",,
Анатолий Александрович,1,160,0.575,0.425,0.0,-0.025,"fear:3,anger:1,disgust:1",,
Андрей Грейчайник,1,116,0.6982758620689655,0.5,0.008620689655172414,0.0,sadness:1,,
Андрей Климнюк,1,146,0.3904109589041096,0.2465753424657534,0.0,0.06164383561643835,joy:2,,
Андрей Леницкий,1,111,0.6576576576576577,0.4864864864864865,0.0,0.018018018018018018,"joy:4,fear:1",,
Андрей Макаревич,1,208,0.6538461538461539,0.5432692307692307,0.0,0.02403846153846154,"joy:6,fear:4,sadness:1",,
Андрюша Casspro,1,403,0.6575682382133995,0.533498759305211,0.0,0.019851116625310174,"joy:9,anger:2,fear:2",,
Анимал джаз,1,191,0.5445026178010471,0.3403141361256545,0.0,0.02617801047120419,"joy:5,surprise:2,fear:1",2020.0,2020.0
Ант ( 25/17 ),1,274,0.5875912408759124,0.4416058394160584,0.0,0.029197080291970802,"joy:5,disgust:1",,
Ант ( 25:17),1,262,0.5801526717557252,0.4198473282442748,0.0,0.019083969465648856,joy:1,,
Ант (25-17) п.у. MC 1.8쀀,1,185,0.6054054054054054,0.4,0.0,0.005405405405405406,"joy:2,sadness:1",,
Ант (25/17) feat. Грот,1,322,0.5962732919254659,0.4503105590062112,0.003105590062111801,0.006211180124223602,"joy:6,sadness:5,fear:4",,
Ант (25/17) п.у. MC 1.8,1,186,0.6021505376344086,0.3978494623655914,0.0,0.005376344086021506,"joy:2,sadness:1",,
Ант 25-17,1,154,0.7272727272727273,0.5844155844155844,0.0,0.006493506493506494,"joy:2,sadness:1",,
Ант Иезекииль 25/17,1,240,0.6916666666666667,0.5583333333333333,0.0,0.029166666666666667,"joy:5,fear:2,sadness:2",,
Ант и Бледный (25/17),1,321,0.4797507788161994,0.34579439252336447,0.0,0.012461059190031152,joy:2,,
Ант(25/17),1,243,0.6625514403292181,0.49794238683127573,0.0,0.00411522633744856,joy:1,,
Антонина Матвиенко,1,75,0.7733333333333333,0.6266666666666667,0.0,0.013333333333333334,surprise:3,,
Апина,1,215,0.20930232558139536,0.10232558139534884,0.0,0.046511627906976744,"joy:11,sadness:1",1994.0,1994.0
Армейская,1,172,0.6395348837209303,0.4883720930232558,0.011627906976744186,-0.005813953488372093,sadness:1,,
Армейские Песни,1,154,0.6883116883116883,0.5324675324675324,0.0,0.032467532467532464,"joy:4,sadness:1,surprise:1",,
Армейские песни под гитару,1,92,0.5434782608695652,0.34782608695652173,0.0,-0.021739130434782608,anger:2,,
Артиллеия,1,97,0.7525773195876289,0.5567010309278351,0.0,-0.041237113402061855,"anger:4,fear:1",,
Ас Вентура,1,128,0.7421875,0.6015625,0.0,0.0078125,"joy:2,anger:1",2004.0,2004.0
БАРТО,1,147,0.5850340136054422,0.3673469387755102,0.0,0.006802721088435374,"joy:3,sadness:3",2009.0,2009.0
БРАНИМИР,1,334,0.4940119760479042,0.3772455089820359,0.0,0.0029940119760479044,"fear:7,joy:6,sadness:2",,
Бабич Анжела,1,146,0.3835616438356164,0.1506849315068493,0.0136986301369863,0.0136986301369863,,,
Балабама,1,127,0.5275590551181102,0.3937007874015748,0.0,0.14173228346456693,joy:17,,
Балахнин Геннадий,1,391,0.6010230179028133,0.47058823529411764,0.0076726342710997444,0.015345268542199489,"joy:4,fear:2,disgust:1",,
Барды.,1,127,0.7165354330708661,0.6141732283464567,0.0,0.0,disgust:1,2017.0,2017.0
Бей,1,416,0.6466346153846154,0.5264423076923077,0.019230769230769232,0.004807692307692308,"joy:2,sadness:1",,
Белки на акации,1,305,0.39672131147540984,0.2098360655737705,0.0,0.03278688524590164,"joy:17,fear:5,anger:1",2019.0,2019.0
Белорусские песняры,1,176,0.7045454545454546,0.5625,0.0,0.005681818181818182,"anger:1,joy:1",,
Белый Аликорн,1,247,0.5991902834008097,0.4534412955465587,0.0,0.016194331983805668,"joy:4,fear:2,sadness:1",,
Билли Бро,1,307,0.6905537459283387,0.5374592833876222,0.009771986970684038,0.006514657980456026,joy:2,,
Бледный (25-17),1,236,0.635593220338983,0.4533898305084746,0.0,0.01694915254237288,"joy:5,sadness:2,anger:1",,
Бледный (25/17),1,194,0.711340206185567,0.5824742268041238,0.0,0.02577319587628866,,,
Блондин,1,201,0.7164179104477612,0.5870646766169154,0.0,0.014925373134328358,"joy:6,sadness:1",,
Большая разница,1,198,0.5656565656565656,0.4090909090909091,0.0,0.020202020202020204,joy:4,,
Братья Карамазовы,1,195,0.48205128205128206,0.1794871794871795,0.0,0.0,,2021.0,2021.0
Брутто,1,320,0.596875,0.45625,0.009375,0.009375,"anger:1,disgust:1,joy:1",,
БьЯНК@,1,155,0.6258064516129033,0.49032258064516127,0.0,0.012903225806451613,"joy:3,sadness:2",,
ВАДИМ САЖИН,1,435,0.6183908045977011,0.42298850574712643,0.0,0.020689655172413793,"joy:7,fear:2,sadness:1",,
"ВИА ""Песняры""",1,264,0.5757575757575758,0.38257575757575757,0.0,0.0,"anger:2,joy:1",,
ВИА Песняры,1,176,0.7045454545454546,0.5625,0.0,0.005681818181818182,"anger:1,joy:1",,
ВИА Пламя,1,149,0.3959731543624161,0.24161073825503357,0.0,0.04697986577181208,joy:7,2017.0,2017.0
ВИТОС,1,182,0.532967032967033,0.3626373626373626,0.0,0.04395604395604396,joy:7,2025.0,2025.0
Вадяра Блюз,1,100,0.81,0.72,0.01,0.03,"disgust:1,joy:1,sadness:1",,
Валдай,1,95,0.5684210526315789,0.3684210526315789,0.0,0.031578947368421054,joy:3,2014.0,2014.0
Валерия Лесовская,1,69,0.8260869565217391,0.6956521739130435,0.0,0.08695652173913043,"joy:4,surprise:2",2007.0,2007.0
Василий Лавров,1,210,0.6666666666666666,0.49047619047619045,0.0,0.009523809523809525,"joy:2,fear:1",,
Вечера Насильной Поэзии,1,136,0.7426470588235294,0.6397058823529411,0.007352941176470588,0.03676470588235294,"joy:2,sadness:1",,
Виктор Малолетний,1,349,0.45272206303724927,0.24068767908309455,0.0,0.022922636103151862,"anger:5,joy:5,sadness:1",,
Витек,1,241,0.6597510373443983,0.47717842323651455,0.0,0.004149377593360996,"joy:3,fear:2,sadness:2",,
Витя АК 47,1,274,0.5583941605839416,0.4233576642335766,0.0,0.0036496350364963502,joy:1,,
Витя Ак,1,308,0.5454545454545454,0.3961038961038961,0.0,-0.025974025974025976,"sadness:12,joy:4,disgust:1",,
Витя Ака 47,1,630,0.46190476190476193,0.31746031746031744,0.0015873015873015873,0.014285714285714285,"joy:11,fear:1",,
Владимир Трошин,1,91,0.5604395604395604,0.3956043956043956,0.0,0.0,,,
"Вокальный Квартет ""Аккорд""",1,160,0.575,0.425,0.0,-0.025,"fear:3,anger:1,disgust:1",,
Волин Виталий,1,166,0.4397590361445783,0.27710843373493976,0.0,0.006024096385542169,joy:1,,
Воробей,1,162,0.5740740740740741,0.3888888888888889,0.0,0.0,,2013.0,2013.0
Враги,1,158,0.569620253164557,0.3670886075949367,0.0,0.006329113924050633,"joy:3,sadness:3",,
Вульгарный ТоН,1,465,0.5655913978494623,0.410752688172043,0.004301075268817204,0.008602150537634409,"joy:3,anger:2,sadness:1",2008.0,2008.0
Вульгарный тон,1,345,0.5826086956521739,0.4579710144927536,0.002898550724637681,0.017391304347826087,"joy:6,anger:2",2009.0,2009.0
Вэ,1,304,0.5197368421052632,0.3256578947368421,0.009868421052631578,0.039473684210526314,joy:4,,
ГИМН РУССКОГО РАДИО,1,107,0.4953271028037383,0.3364485981308411,0.0,0.0,,2016.0,2016.0
ГРОТ feat 25/17,1,193,0.3471502590673575,0.18134715025906736,0.0,-0.08290155440414508,"anger:16,sadness:3,fear:2",,
ГРОТ feat Ант 25/17,1,322,0.5962732919254659,0.4503105590062112,0.003105590062111801,0.006211180124223602,"joy:6,sadness:5,fear:4",,
"ГРОТ п.у 25/17 (Никто, кроме нас)",1,431,0.5893271461716937,0.44779582366589327,0.0,0.0069605568445475635,"joy:7,sadness:4,anger:3",,
Гайтана,1,135,0.31851851851851853,0.14074074074074075,0.0,0.02962962962962963,joy:3,,
Ганза,1,341,0.6099706744868035,0.4604105571847507,0.0,0.026392961876832845,"joy:10,fear:2,sadness:2",,
Гарри Топор \ Mr. Makintosh,1,69,0.8840579710144928,0.8115942028985508,0.0,-0.028985507246376812,"anger:1,fear:1,joy:1",,
Гарри Топор – Эхо Войны,1,427,0.45433255269320844,0.34192037470725994,0.00702576112412178,-0.0117096018735363,"fear:6,joy:2,sadness:1",,
Гарри Топор;Тони Раут.,1,584,0.398972602739726,0.2688356164383562,0.0,-0.005136986301369863,"fear:9,sadness:4",,
Гарри топор,1,346,0.6213872832369942,0.4884393063583815,0.0,0.002890173410404624,"fear:10,joy:4,sadness:3",,
Гаяр Нуриманов,1,507,0.621301775147929,0.4536489151873767,0.0,0.0,,,
Гимн ВДВ,1,156,0.6217948717948718,0.4423076923076923,0.0,0.038461538461538464,"joy:7,sadness:3,anger:1",,
Глеб Романов,1,241,0.5477178423236515,0.34854771784232363,0.0,0.016597510373443983,"joy:4,sadness:2,surprise:2",2020.0,2020.0
Гнойный,1,870,0.6022988505747127,0.5114942528735632,0.01264367816091954,-0.0011494252873563218,"joy:7,anger:2,fear:2",,
Голубые Береты,1,143,0.6153846153846154,0.4405594405594406,0.0,0.04895104895104895,"joy:7,sadness:3,anger:1",2025.0,2025.0
Голубые молнии,1,156,0.6217948717948718,0.4423076923076923,0.0,0.038461538461538464,"joy:7,sadness:3,anger:1",2025.0,2025.0
"Гр. ""Они""",1,235,0.5829787234042553,0.4127659574468085,0.0,0.00425531914893617,"sadness:6,joy:5,anger:1",,
Грозный,1,342,0.6403508771929824,0.5,0.0,0.005847953216374269,joy:2,,
"Грот, 25-17",1,51,0.5098039215686274,0.0784313725490196,0.0,-0.0784313725490196,"fear:2,sadness:2",,
Гөлфәридә Әбүбәкерова,1,333,0.6966966966966966,0.5315315315315315,0.0,0.0,,,
Две Причины,1,239,0.7238493723849372,0.6108786610878661,0.0041841004184100415,0.0,"surprise:3,disgust:1,fear:1",,
Дворовые песни,1,239,0.4393305439330544,0.2594142259414226,0.0,0.04602510460251046,"joy:10,sadness:1,surprise:1",,
Денис Лирик,1,335,0.43582089552238806,0.3283582089552239,0.0,0.04776119402985075,"joy:18,sadness:4,anger:1",,
Детская,1,173,0.5895953757225434,0.4508670520231214,0.0,-0.023121387283236993,"fear:3,anger:1,disgust:1",,
Дигга Рэм,1,579,0.4438687392055268,0.2987910189982729,0.0,-0.0034542314335060447,"anger:5,fear:4,disgust:1",,
Дима Карташов,1,289,0.5363321799307958,0.38408304498269896,0.0034602076124567475,0.031141868512110725,"joy:9,anger:1,sadness:1",,
Дино,1,262,0.6603053435114504,0.5534351145038168,0.0,0.003816793893129771,joy:1,,
Для доты именно для Васи Бояркина,1,332,0.6144578313253012,0.4939759036144578,0.0,0.006024096385542169,"joy:3,fear:2,anger:1",,
Дмитрий Авилов,1,362,0.6519337016574586,0.4972375690607735,0.0,0.011049723756906077,"joy:2,sadness:1",,
Дмитрий Гайдук - Конопляная Демонология,1,292,0.6472602739726028,0.5102739726027398,0.003424657534246575,-0.010273972602739725,"fear:3,surprise:1",,
Доктор Айболит,1,244,0.4672131147540984,0.3360655737704918,0.0,0.00819672131147541,"anger:1,joy:1",,
Дядя Скруджи,1,142,0.676056338028169,0.5352112676056338,0.02112676056338028,0.028169014084507043,"joy:3,sadness:3",,
Егор Гнид,1,214,0.3925233644859813,0.2336448598130841,0.009345794392523364,0.004672897196261682,joy:1,,
Егор Крид и,1,226,0.504424778761062,0.2831858407079646,0.0,0.03982300884955752,"joy:11,sadness:4,surprise:2",,
Егор Крид-,1,319,0.3887147335423197,0.15673981191222572,0.0,0.018808777429467086,"joy:4,surprise:4,sadness:1",,
Егор Крид/Арина,1,313,0.38977635782747605,0.25878594249201275,0.0,0.009584664536741214,"joy:11,fear:4,sadness:1",,
Егоров Гнид,1,214,0.3925233644859813,0.2336448598130841,0.009345794392523364,0.004672897196261682,joy:1,,
Женщины деревни Кеба (Лешуконский,1,114,0.7368421052631579,0.5701754385964912,0.0,0.008771929824561403,"joy:2,sadness:1",,
Женя Бондаренко (Скрудж),1,75,0.5333333333333333,0.3333333333333333,0.0,-0.013333333333333334,,,
ЗАПАС,1,67,0.9850746268656716,0.9701492537313433,0.0,0.0,,,
ЗОЖ,1,212,0.4339622641509434,0.2971698113207547,0.0,0.0047169811320754715,joy:1,2013.0,2013.0
Зи,1,290,0.5,0.3103448275862069,0.0,0.02413793103448276,"joy:4,anger:1,fear:1",,
Зиннур,1,93,0.5591397849462365,0.41935483870967744,0.0,-0.010752688172043012,anger:1,,
Злой Дух,1,451,0.5099778270509978,0.35698447893569846,0.0022172949002217295,0.022172949002217297,"joy:11,anger:1,fear:1",,
Злой дух,1,397,0.5743073047858942,0.41309823677581864,0.0025188916876574307,0.022670025188916875,"joy:10,anger:1,fear:1",,
Ивангай,1,158,0.6329113924050633,0.44936708860759494,0.0,0.04430379746835443,"joy:9,surprise:3,sadness:2",,
Идефикс feat. Бледный (25/17),1,252,0.6666666666666666,0.5119047619047619,0.0,0.07539682539682539,"joy:13,sadness:2",,
Идефикс при уч. Бледный (25-17),1,276,0.605072463768116,0.41304347826086957,0.0,0.07971014492753623,"joy:14,sadness:2",,
"Идефикс, Бледный (25/17)",1,247,0.611336032388664,0.46153846153846156,0.0,0.020242914979757085,"fear:2,sadness:2,joy:1",,
Иезекииль 25-17 (ft. 3db),1,586,0.6075085324232082,0.4726962457337884,0.0,0.0034129692832764505,"joy:4,sadness:3,anger:2",,
Иезекииль 25:17 (ft. 3db),1,586,0.6075085324232082,0.4726962457337884,0.0,0.0034129692832764505,"joy:4,sadness:3,anger:2",,
Иезекииль 25:17 feat. Искра,1,264,0.6704545454545454,0.4810606060606061,0.0,0.007575757575757576,"joy:2,disgust:1",,
"Из к/ф ""Снежная любовь",1,101,0.8712871287128713,0.7821782178217822,0.0,-0.019801980198019802,"joy:3,sadness:3",,
Изекиль 25/17,1,300,0.49666666666666665,0.36,0.0,0.023333333333333334,joy:1,,
Иллет - Сопряжение сфер,1,140,0.6857142857142857,0.5071428571428571,0.014285714285714285,0.02142857142857143,joy:2,,
История России. ХХ век,1,48,0.9375,0.9166666666666666,0.0,-0.020833333333333332,,,
К.Никольский,1,175,0.48,0.2857142857142857,0.0,0.022857142857142857,"joy:10,sadness:4,anger:3",,
КОЈЕКУДА,1,291,0.6254295532646048,0.5017182130584192,0.0,0.0,anger:1,,
Кавабанга,1,308,0.6396103896103896,0.4837662337662338,0.0,0.01948051948051948,"joy:7,fear:3,sadness:1",,
Каратели Сиона,1,152,0.5131578947368421,0.32894736842105265,0.03289473684210526,-0.05263157894736842,"anger:1,fear:1",2024.0,2024.0
Каспийский Груз,1,255,0.5882352941176471,0.44313725490196076,0.0,0.027450980392156862,"joy:7,anger:2,sadness:2",,
Каста - Влади - Что Нам Делать в Греции?,1,537,0.595903165735568,0.4655493482309125,0.0037243947858473,0.00931098696461825,"joy:5,anger:1",,
Квартет физфака пу Сергея Никитина,1,85,0.7764705882352941,0.6470588235294118,0.0,0.011764705882352941,"joy:6,anger:3,sadness:2",,
Кемикэл Депазитз,1,214,0.6308411214953271,0.4719626168224299,0.004672897196261682,0.004672897196261682,,,
Кендра,1,300,0.33666666666666667,0.21333333333333335,0.006666666666666667,0.01,joy:3,,
Килла Куплет-Рэм Дига,1,200,0.74,0.635,0.03,-0.015,"anger:2,fear:1,joy:1",,
Коля RotoFF,1,199,0.41708542713567837,0.32663316582914576,0.0,0.06030150753768844,"joy:13,fear:3,sadness:1",,
Коньяк,1,306,0.6862745098039216,0.5490196078431373,0.0032679738562091504,-0.00980392156862745,sadness:3,,
Кот Балу,1,244,0.6188524590163934,0.44672131147540983,0.0,0.028688524590163935,"joy:5,sadness:4,surprise:2",,
Кравц,1,385,0.44415584415584414,0.3142857142857143,0.0025974025974025974,0.02077922077922078,joy:5,2011.0,2011.0
Красная Шапочка,1,165,0.42424242424242425,0.18787878787878787,0.0,0.012121212121212121,,2016.0,2016.0
Красная шапка,1,165,0.41818181818181815,0.18787878787878787,0.0,0.012121212121212121,,,
Крек,1,328,0.4634146341463415,0.31097560975609756,0.0,0.051829268292682924,"sadness:14,joy:12,disgust:8",,
Крестная Семья,1,234,0.42735042735042733,0.2606837606837607,0.0,0.042735042735042736,"joy:2,anger:1,sadness:1",,
Кристаллинская Майя,1,67,0.8656716417910447,0.7761194029850746,0.0,0.05970149253731343,joy:2,,
Круть,1,451,0.5099778270509978,0.35698447893569846,0.0022172949002217295,0.022172949002217297,"joy:11,anger:1,fear:1",2016.0,2016.0
КрэФ,1,510,0.692156862745098,0.5411764705882353,0.0,-0.00196078431372549,anger:1,,
Купэ,1,344,0.5377906976744186,0.4331395348837209,0.0029069767441860465,0.0029069767441860465,joy:2,,
Курские соловьи,1,118,0.6440677966101694,0.4745762711864407,0.0,0.01694915254237288,"joy:3,anger:2,sadness:2",,
Л.П.П.Л,1,304,0.2730263157894737,0.0,0.0,0.019736842105263157,"joy:6,anger:4",,
Лавров Василий,1,237,0.5063291139240507,0.35864978902953587,0.0,0.008438818565400843,"joy:2,fear:1",,
Левон,1,287,0.5435540069686411,0.3902439024390244,0.0,0.013937282229965157,"fear:2,joy:2,surprise:1",2009.0,2009.0
Леонид Сергеев,1,284,0.6338028169014085,0.45774647887323944,0.0035211267605633804,0.014084507042253521,"joy:5,anger:1",,
Лилия Биктимирова,1,80,0.5,0.3125,0.0,0.0,,,
Лион,1,233,0.6995708154506438,0.5579399141630901,0.0,-0.017167381974248927,"joy:4,anger:3,sadness:1",,
Луперкаль,1,391,0.7058823529411765,0.5856777493606138,0.0025575447570332483,-0.0076726342710997444,"joy:4,sadness:4,anger:3",,
