artist,n_songs,n_tokens,ttr,hapax_ratio,mat_density,sentiment_lex,top_emotions,year_min,year_max
Мастер,2,148,0.7837837837837838,0.6486486486486487,0.0,0.05405405405405406,"joy:2,sadness:2",2006.0,2025.0
Многоточие.,2,1234,0.44084278768233387,0.2576985413290113,0.0016207455429497568,0.008103727714748784,"joy:10,anger:2",2001.0,2001.0
Мохито,2,876,0.408675799086758,0.24429223744292236,0.0,0.04794520547945205,"joy:54,sadness:6,fear:2",,
Муза Скат,2,932,0.6244635193133047,0.4871244635193133,0.0,0.002145922746781116,"joy:6,sadness:4,surprise:4",,
Мэф,2,820,0.5804878048780487,0.43414634146341463,0.0,0.05365853658536585,"joy:36,anger:4,sadness:4",,
Не Предел,2,770,0.5558441558441558,0.3948051948051948,0.0,0.07272727272727272,"joy:50,sadness:10,fear:2",,
Нее,2,730,0.4301369863013699,0.27945205479452057,0.0,0.010958904109589041,"joy:10,sadness:10,anger:6",,
Неизвестный,2,300,0.5866666666666667,0.44666666666666666,0.0,0.04666666666666667,"joy:14,sadness:4,anger:2",,
Новый Союз,2,834,0.37410071942446044,0.23261390887290168,0.007194244604316547,0.05275779376498801,joy:10,,
"Ноггано ""Первый""",2,1092,0.6813186813186813,0.5604395604395604,0.009157509157509158,-0.007326007326007326,"fear:8,anger:2,disgust:2",2014.0,2014.0
Ноггано feat Купэ,2,404,0.6732673267326733,0.5396039603960396,0.0049504950495049506,0.0,"fear:2,joy:2",,
Олег Пахомов,2,434,0.31336405529953915,0.1889400921658986,0.0,0.0,,,
От Вінта,2,139,0.6834368530020705,0.4244306418219461,0.0,0.0,,,
Очередной MC,2,662,0.6193353474320241,0.48036253776435045,0.006042296072507553,0.021148036253776436,"joy:10,surprise:4,fear:2",,
Пелагея,2,166,0.3132530120481928,0.03614457831325301,0.0,-0.060240963855421686,sadness:10,,
Песня из Сериала Кухня,2,1256,0.321656050955414,0.21656050955414013,0.0,0.0031847133757961785,"joy:6,sadness:2",,
Песочные люди,2,532,0.6084242749517961,0.492406623332737,0.0,0.0016200528753453798,,,
Регги,2,488,0.4672131147540984,0.3360655737704918,0.0,0.00819672131147541,"anger:2,joy:2",2003.0,2003.0
Русич,2,208,0.7884615384615384,0.625,0.0,0.0,anger:2,,
Рэм'Дига,2,844,0.5406162464985994,0.3712418300653595,0.003968253968253968,0.006804388422035481,"joy:15,sadness:9,anger:3",,
Савченко Михаил Иванович,2,466,0.51931330472103,0.3648068669527897,0.0,0.0,"fear:10,joy:10",,
Сатана Печёт Блины,2,422,0.5614435604750374,0.44528998039893924,0.0,-0.006433759944655828,"joy:3,fear:1,sadness:1",2012.0,2012.0
Сер.Га.,2,222,0.5855855855855856,0.4144144144144144,0.0,-0.018018018018018018,"sadness:8,fear:2",,
Серега,2,356,0.601123595505618,0.39325842696629215,0.016853932584269662,0.02247191011235955,"joy:2,surprise:2",,
Серега 600,2,910,0.22417582417582418,0.14065934065934066,0.01098901098901099,0.017582417582417582,"joy:2,surprise:2",,
Скрудж (Scroodge),2,206,0.39344262295081966,0.1563231850117096,0.0,0.0,,,
"Скрудж (Пудра, 2011)",2,197,0.41010928961748633,0.21584699453551912,0.0,-0.006666666666666667,,,
СладкиЙ ЯД,2,782,0.24808184143222506,0.01278772378516624,0.0,0.017902813299232736,"joy:24,sadness:4",,
Соня Мармеладова,2,1740,0.6022988505747127,0.5114942528735632,0.01264367816091954,-0.0011494252873563218,"joy:14,anger:4,fear:4",,
Таня Моль,2,412,0.46116504854368934,0.27184466019417475,0.0,0.0048543689320388345,"joy:6,sadness:4",,
Турецкий сериал Великолепный век,2,216,0.32407407407407407,0.06481481481481481,0.0,0.0,,,
Ханна,2,379,0.43027495517035264,0.2817991631799163,0.0,-0.0020920502092050207,"joy:2,sadness:1",,
Чичерина,2,338,0.2603550295857988,0.14792899408284024,0.0,0.01775147928994083,joy:6,2000.0,2000.0
Эдуард Суровый,2,674,0.4688427299703264,0.35014836795252224,0.008902077151335312,0.005934718100890208,joy:2,,
Ю.Визбор,2,296,0.41216216216216217,0.16216216216216217,0.0,0.013513513513513514,joy:4,,
гаи даи police,2,214,0.5420560747663551,0.29906542056074764,0.0,0.0,,,
из сериала к/ф Великолепный век,2,198,0.41414141414141414,0.1414141414141414,0.0,0.0,,,
к/ф Красная Шапочка,2,333,0.4204004329004329,0.1862012987012987,0.0,0.012012987012987014,,,
сериал Великолепный век,2,216,0.32407407407407407,0.06481481481481481,0.0,0.0,,,
серь га,2,306,0.6928104575163399,0.5620915032679739,0.0,0.026143790849673203,joy:4,,
тони раут,2,764,0.6363130405000428,0.4869281045751634,0.0,0.010360476068156519,"anger:11,joy:8,sadness:3",,
узумем вор,2,782,0.24808184143222506,0.01278772378516624,0.0,0.017902813299232736,"joy:24,sadness:4",,
эндшпиль,2,496,0.5675148044510965,0.42846684453699485,0.003937007874015748,0.048220212142903625,joy:18,2020.0,2020.0
ღ НоГГано-,2,512,0.67578125,0.48828125,0.01171875,-0.01171875,"joy:14,anger:4,disgust:2",,
• Ноггано,2,832,0.5769230769230769,0.44711538461538464,0.002403846153846154,0.004807692307692308,joy:2,,
┴═╦╕АК-47,2,820,0.5093619118009362,0.37102734663710274,0.03116531165311653,0.01084010840108401,"joy:15,sadness:4",,
► Ноггано,2,298,0.37583892617449666,0.28859060402684567,0.0,0.006711409395973154,"joy:4,fear:2",,
●Natasha St. Pier,2,964,0.26141078838174275,0.11825726141078838,0.0,0.03112033195020747,joy:22,,
●•●[Drago,2,1226,0.5399673735725938,0.4094616639477977,0.05546492659053834,0.0016313213703099511,"joy:8,anger:4,fear:2",,
☞Ноггано,2,1236,0.5728155339805825,0.46601941747572817,0.01779935275080906,0.006472491909385114,"joy:16,fear:10,sadness:4",,
♬ Скрудж,2,272,0.3014705882352941,0.08823529411764706,0.0,0.0,,,
✖ Ноггано,2,814,0.601965601965602,0.5184275184275184,0.002457002457002457,-0.002457002457002457,"joy:8,anger:4,fear:4",,
✿Не Предел,2,792,0.5555555555555556,0.3888888888888889,0.0,0.0707070707070707,"joy:50,sadness:10,fear:2",,
本 Баста aka,2,790,0.5468354430379747,0.40253164556962023,0.0,0.02278481012658228,"joy:12,surprise:2",,
本 Баста aka НоГГано 本,2,428,0.616822429906542,0.4532710280373832,0.009345794392523364,0.0,"joy:4,sadness:2",,
"""Алые паруса""",1,151,0.32450331125827814,0.11258278145695365,0.0,0.09271523178807947,"joy:12,sadness:2,surprise:1",,
#SWAGGAЖОПС,1,215,0.7209302325581395,0.5953488372093023,0.009302325581395349,0.009302325581395349,"joy:2,anger:1",,
(AlljЭлджей),1,339,0.40117994100294985,0.2536873156342183,0.0029498525073746312,0.0029498525073746312,,,
. ιllιlιιl Сява,1,252,0.46825396825396826,0.3611111111111111,0.0,0.023809523809523808,"joy:8,sadness:1",,
..Jah Khalib..,1,248,0.6451612903225806,0.46774193548387094,0.0,0.0,"joy:5,sadness:5,surprise:4",,
.OTRIX,1,192,0.6822916666666666,0.546875,0.015625,0.041666666666666664,"joy:6,fear:1",,
1 klass,1,711,0.530239099859353,0.3924050632911392,0.008438818565400843,0.0028129395218002813,"joy:5,fear:3,sadness:1",,
10. Сплин,1,199,0.6733668341708543,0.5577889447236181,0.010050251256281407,0.010050251256281407,,,
100 music,1,321,0.4143302180685358,0.29906542056074764,0.003115264797507788,0.028037383177570093,joy:8,,
11. Эндшпиль,1,282,0.7340425531914894,0.6418439716312057,0.0035460992907801418,0.02127659574468085,"joy:5,anger:1",,
12 ТРИАГРУТРИКА,1,618,0.686084142394822,0.5711974110032363,0.006472491909385114,0.011326860841423949,"joy:4,fear:3,anger:2",,
207. Soulkast,1,53,0.8679245283018868,0.7547169811320755,0.0,0.0,,,
25/17  (Русский подорожник 2014),1,316,0.6582278481012658,0.48417721518987344,0.0,0.00949367088607595,"joy:8,sadness:3,fear:2",,
25/17 (Песни О Любви И Смерти 2012),1,227,0.7092511013215859,0.5418502202643172,0.0,0.022026431718061675,"joy:9,fear:6,anger:1",,
25/17 Feat.Грот,1,341,0.6598240469208211,0.5043988269794721,0.0,0.002932551319648094,"fear:6,joy:5,sadness:2",,
25/17 feat. Искра,1,311,0.49517684887459806,0.3408360128617363,0.0,0.06109324758842444,"joy:9,sadness:3",2009.0,2009.0
25/17 feat. Миша Маваши,1,308,0.5844155844155844,0.44155844155844154,0.0,0.03896103896103896,"joy:8,disgust:2",2012.0,2012.0
25/17 feat. Саграда,1,254,0.7322834645669292,0.5866141732283464,0.0,0.0,"joy:3,fear:2,anger:1",,
25/17 ft D-Man 55,1,359,0.7214484679665738,0.6016713091922006,0.0,0.013927576601671309,"anger:1,joy:1",,
25/17 и Вячеслав Бутусов,1,311,0.6109324758842444,0.45016077170418006,0.003215434083601286,0.02572347266881029,"joy:6,disgust:5,sadness:3",,
25/17 и ГРОТ,1,510,0.6372549019607843,0.5078431372549019,0.00784313725490196,0.00784313725490196,"fear:4,sadness:4,anger:3",,
25/17 и Грот,1,322,0.5962732919254659,0.4503105590062112,0.003105590062111801,0.006211180124223602,"joy:6,sadness:5,fear:4",,
"25/17, Грот, D-Man 55",1,394,0.6040609137055838,0.4517766497461929,0.0,0.12436548223350254,"joy:17,sadness:1",,
2517-Ант (из Иезекиль 2517),1,89,0.7865168539325843,0.6179775280898876,0.0,0.0,,,
2rbina 2rista,1,409,0.5843520782396088,0.45232273838630804,0.0,0.022004889975550123,"joy:10,sadness:2,surprise:1",2013.0,2013.0
3|Гамора|,1,270,0.5370370370370371,0.3925925925925926,0.003703703703703704,0.040740740740740744,"joy:6,disgust:1,fear:1",,
43ai,1,331,0.5287009063444109,0.3293051359516616,0.0,0.012084592145015106,"joy:2,sadness:1",2017.0,2017.0
48 kbps,1,305,0.8163934426229508,0.7442622950819672,0.02622950819672131,0.003278688524590164,"joy:4,anger:3,sadness:2",,
4SGM,1,365,0.5506849315068493,0.410958904109589,0.0027397260273972603,0.024657534246575342,"joy:14,sadness:3,anger:1",2013.0,2013.0
5 Шлюх,1,418,0.5430622009569378,0.3827751196172249,0.02631578947368421,0.03110047846889952,"joy:5,sadness:1",,
5'nizza,1,129,0.6976744186046512,0.5426356589147286,0.0,-0.007751937984496124,fear:1,,
5'nizza - Белые рубашки,1,146,0.6164383561643836,0.4863013698630137,0.0,-0.00684931506849315,fear:1,,
7|Гамора|,1,120,0.7083333333333334,0.5583333333333333,0.008333333333333333,0.008333333333333333,joy:1,,
8 Вадим Мулерман,1,117,0.6752136752136753,0.5213675213675214,0.0,0.008547008547008548,"joy:6,anger:3,sadness:2",,
88. Скрудж,1,75,0.5333333333333333,0.3333333333333333,0.0,-0.013333333333333334,,,
9 ВАЛ,1,90,0.8444444444444444,0.7111111111111111,0.0,0.0,,,
9|Гамора|,1,123,0.7886178861788617,0.6666666666666666,0.008130081300813009,0.0,,,
:)),1,200,0.355,0.155,0.0,0.01,,,
ADAMANT'Ы,1,398,0.6130653266331658,0.45979899497487436,0.005025125628140704,-0.007537688442211055,"anger:6,joy:3,surprise:2",,
Afisha.ru,1,317,0.7476340694006309,0.6277602523659306,0.0,0.015772870662460567,"joy:2,anger:1",,
Alex Dark Stalker98,1,220,0.5772727272727273,0.41818181818181815,0.0,0.0,"anger:4,disgust:1",,
Alex Fish,1,252,0.6388888888888888,0.49206349206349204,0.007936507936507936,0.015873015873015872,"joy:5,anger:1,sadness:1",,
Animal Jazz,1,191,0.5445026178010471,0.3403141361256545,0.0,0.02617801047120419,"joy:5,surprise:2,fear:1",2007.0,2007.0
Animal ДжаZ,1,199,0.47738693467336685,0.20603015075376885,0.0,-0.010050251256281407,"joy:1,sadness:1",,
Bahh Tee,1,382,0.49476439790575916,0.32722513089005234,0.0,0.041884816753926704,joy:14,,
"Bahh Tee ""Небо не предел""",1,356,0.5140449438202247,0.3146067415730337,0.0,0.016853932584269662,"joy:5,anger:2,fear:1",,
Bandit-Aul B.CH.S,1,245,0.5265306122448979,0.3346938775510204,0.0,0.053061224489795916,"joy:9,surprise:1",,
Barry Gibb,1,90,0.7666666666666667,0.6222222222222222,0.0,0.05555555555555555,joy:3,2011.0,2011.0
Bassnectar,1,65,0.7846153846153846,0.6615384615384615,0.0,-0.015384615384615385,fear:1,,
Billy's Band,1,371,0.5606469002695418,0.39622641509433965,0.0,0.0,"joy:3,fear:2,sadness:1",,
Black Market,1,355,0.676056338028169,0.5549295774647888,0.008450704225352112,-0.011267605633802818,"anger:8,joy:2",,
Black Star Mafia (Скруджи),1,75,0.7733333333333333,0.6666666666666666,0.0,0.02666666666666667,joy:1,,
Black Star Mafia (Скруджи) (мой трэк!),1,122,0.6147540983606558,0.45901639344262296,0.0,-0.01639344262295082,disgust:3,,
Bones,1,158,0.47468354430379744,0.23417721518987342,0.0,-0.006329113924050633,sadness:3,2021.0,2021.0
Brick Bazuka – Это реп,1,477,0.5911949685534591,0.4360587002096436,0.012578616352201259,0.014675052410901468,"joy:6,disgust:4,sadness:1",,
Bro UpGrade feat. Jah Khalib,1,299,0.5518394648829431,0.36454849498327757,0.020066889632107024,0.016722408026755852,"joy:9,sadness:4,anger:1",,
"Bro Upgrade feat Jah Khalib, Pro`xy",1,112,0.7678571428571429,0.6517857142857143,0.017857142857142856,0.008928571428571428,surprise:1,,
Bumble Beezy,1,275,0.6436363636363637,0.52,0.01090909090909091,0.0,"joy:1,sadness:1,surprise:1",,
Can4eZ,1,652,0.5674846625766872,0.44785276073619634,0.0,0.03834355828220859,"joy:24,sadness:5,fear:1",,
Charlie Mole,1,59,0.7457627118644068,0.5932203389830508,0.0,0.0,,,
Check,1,278,0.6870503597122302,0.5251798561151079,0.0,0.06474820143884892,"joy:13,anger:1,sadness:1",,
Chernikovskaya Hata,1,76,0.6842105263157895,0.5263157894736842,0.0,0.013157894736842105,joy:1,,
ChiCo a.k.a. РыжЫй,1,589,0.601018675721562,0.44142614601018676,0.001697792869269949,0.013582342954159592,"joy:5,sadness:3,anger:1",,
ChipaChip,1,312,0.5288461538461539,0.38461538461538464,0.01282051282051282,0.02564102564102564,"joy:8,disgust:1",,
Chpoks,1,246,0.6991869918699187,0.5609756097560976,0.02032520325203252,0.028455284552845527,joy:7,,
Cтрана OZ,1,867,0.5813148788927336,0.4671280276816609,0.002306805074971165,0.020761245674740483,"joy:10,anger:5,disgust:4",,
D-Bosh,1,134,0.39552238805970147,0.23134328358208955,0.0,0.11194029850746269,joy:6,,
D1sH,1,355,0.6112676056338028,0.48450704225352115,0.0028169014084507044,0.03380281690140845,"joy:9,anger:1,surprise:1",,
DJ Little Red Riding Hood,1,213,0.3615023474178404,0.17370892018779344,0.0,0.009389671361502348,,,
DJ RADIK,1,20,0.75,0.65,0.0,0.0,,,
DJ Хобот,1,376,0.648936170212766,0.5345744680851063,0.0,0.0,"anger:1,disgust:1,joy:1",,
Da Gudda Jazz,1,62,0.7903225806451613,0.6774193548387096,0.0,0.0,"joy:1,sadness:1",,
Daily,1,500,0.828,0.71,0.0,0.0,surprise:1,,
Dareen,1,119,0.7899159663865546,0.680672268907563,0.0,-0.01680672268907563,"joy:3,fear:2,sadness:2",,
Dav,1,362,0.5497237569060773,0.40607734806629836,0.0027624309392265192,0.024861878453038673,"joy:14,sadness:3,anger:1",,
Dead Hearted,1,131,0.5725190839694656,0.4198473282442748,0.007633587786259542,0.0,"sadness:2,surprise:1",2018.0,2018.0
Diamond Miners Gang,1,209,0.5119617224880383,0.3492822966507177,0.014354066985645933,0.014354066985645933,joy:3,,
Dino MC 47,1,388,0.5592783505154639,0.4175257731958763,0.0,0.03350515463917526,"joy:5,anger:2,sadness:2",2009.0,2009.0
Dirty Monk,1,485,0.4824742268041237,0.33814432989690724,0.006185567010309278,-0.01443298969072165,"anger:4,fear:1,joy:1",,
Dj Nik One,1,291,0.6185567010309279,0.41580756013745707,0.003436426116838488,0.0,"fear:1,joy:1,sadness:1",,
Dj Ramil,1,408,0.2426470588235294,0.10049019607843138,0.0,0.004901960784313725,"sadness:23,joy:15",,
Dj ramil,1,315,0.4984126984126984,0.3396825396825397,0.0,0.02857142857142857,"joy:8,sadness:3",,
Domino,1,402,0.5199004975124378,0.3333333333333333,0.009950248756218905,0.012437810945273632,"joy:10,anger:5,surprise:3",2011.0,2011.0
Domino-Прыгай в такт,1,383,0.5248041775456919,0.360313315926893,0.005221932114882507,0.007832898172323759,"joy:6,fear:1,sadness:1",,
Don't Smoke,1,284,0.45774647887323944,0.28169014084507044,0.0,0.07394366197183098,"joy:11,sadness:4",2022.0,2022.0
Donnie Brasco,1,320,0.409375,0.296875,0.003125,0.028125,joy:8,,
EA7,1,312,0.6185897435897436,0.46153846153846156,0.003205128205128205,0.019230769230769232,"joy:5,anger:1,fear:1",,
EK Playaz,1,267,0.6104868913857678,0.4794007490636704,0.003745318352059925,0.00749063670411985,joy:1,2003.0,2003.0
EK Playaz п.у. Клоунеско,1,343,0.4314868804664723,0.1661807580174927,0.0058309037900874635,0.011661807580174927,joy:2,,
Ek Playaz,1,318,0.6509433962264151,0.5314465408805031,0.0031446540880503146,0.015723270440251572,"joy:5,anger:1,fear:1",2003.0,2003.0
Elect,1,401,0.6583541147132169,0.4937655860349127,0.0,0.0024937655860349127,"joy:2,anger:1",,
Elnur K ft. Jah Khalib,1,306,0.4934640522875817,0.35947712418300654,0.0,0.03594771241830065,"joy:5,fear:1,sadness:1",,
ElnurK feat. Jah Khalib,1,134,0.664179104477612,0.5298507462686567,0.007462686567164179,0.07462686567164178,"joy:12,fear:2,surprise:2",,
FCKN BEST,1,405,0.6691358024691358,0.5555555555555556,0.0049382716049382715,0.012345679012345678,"joy:6,disgust:2,sadness:2",,
FLESH,1,139,0.7050359712230215,0.5755395683453237,0.0,0.007194244604316547,"joy:2,disgust:1,sadness:1",,
Flowdan,1,826,0.5907990314769975,0.49515738498789347,0.013317191283292978,0.0,"joy:7,fear:2,anger:1",,
Franky Freak,1,289,0.671280276816609,0.532871972318339,0.0034602076124567475,-0.020761245674740483,"anger:3,fear:2,sadness:2",,
GLEBASTA SPAL,1,314,0.39171974522292996,0.2611464968152866,0.006369426751592357,0.054140127388535034,"joy:16,fear:1",,
GOA,1,184,0.7228260869565217,0.5869565217391305,0.010869565217391304,0.0,"fear:1,joy:1",,
Gazo,1,318,0.5817610062893082,0.46540880503144655,0.025157232704402517,0.015723270440251572,"joy:2,anger:1,disgust:1",,
George Thorogood And The Destroyers,1,495,0.37777777777777777,0.2545454545454545,0.0,0.0,joy:2,1999.0,1999.0
Ginex - DoN-A,1,488,0.5163934426229508,0.36270491803278687,0.022540983606557378,0.014344262295081968,"joy:6,anger:2,fear:1",,
Google Тёлка,1,98,0.5714285714285714,0.42857142857142855,0.0,0.2653061224489796,joy:28,,
Greenaleх - Пати для Богатеньких\Нет Денег,1,102,0.9705882352941176,0.9411764705882353,0.0,0.0196078431372549,joy:2,,
Grime,1,339,0.2831858407079646,0.061946902654867256,0.011799410029498525,-0.011799410029498525,fear:2,2022.0,2022.0
"H1GH ""Клетка""",1,188,0.7553191489361702,0.6542553191489362,0.005319148936170213,0.026595744680851064,joy:3,,
HOMIE – Безумно можно быть первым,1,211,0.5355450236966824,0.3459715639810427,0.0,0.0,"anger:1,sadness:1,surprise:1",2020.0,2020.0
HORRORKING,1,119,0.7142857142857143,0.5630252100840336,0.03361344537815126,0.0,,,
HULIGAN,1,218,0.6697247706422018,0.5642201834862385,0.0045871559633027525,0.0045871559633027525,fear:1,,
Habib Hakimov,1,171,0.3567251461988304,0.1871345029239766,0.0,0.0,,,
Hidden track: Гарри Топор,1,244,0.6885245901639344,0.5327868852459017,0.004098360655737705,-0.00819672131147541,"joy:2,anger:1",,
Horus,1,385,0.6571428571428571,0.548051948051948,0.0,0.025974025974025976,joy:7,2015.0,2015.0
I.B.,1,194,0.5515463917525774,0.31443298969072164,0.0,0.02577319587628866,"sadness:5,anger:1,joy:1",,
IKBN - IRAQ,1,836,0.5287081339712919,0.3875598086124402,0.022727272727272728,-0.007177033492822967,"joy:5,sadness:4,anger:3",,
Illumate,1,169,0.7218934911242604,0.591715976331361,0.0,-0.005917159763313609,,,
JAH KHALIB,1,264,0.4772727272727273,0.3446969696969697,0.0,0.007575757575757576,"joy:4,sadness:4",,
JORMUNGANG,1,368,0.6195652173913043,0.483695652173913,0.008152173913043478,0.0,"joy:6,sadness:4,fear:3",,
Jah Khalib & Da Gudda Jazz,1,512,0.517578125,0.357421875,0.001953125,0.015625,"joy:6,sadness:4,disgust:1",,
Jah Khalib & Каспийский Груз,1,480,0.55,0.38333333333333336,0.0020833333333333333,0.025,"joy:3,fear:1",2016.0,2016.0
Jah Khalib feat. PR'OXY,1,337,0.5341246290801187,0.35014836795252224,0.0,0.002967359050445104,sadness:1,,
Jah Khalib x Каспийский Груз,1,380,0.5552631578947368,0.42105263157894735,0.002631578947368421,0.03684210526315789,"joy:13,surprise:1",,
Jah Khalib и Кот Балу,1,108,0.6388888888888888,0.42592592592592593,0.0,0.06481481481481481,"joy:3,sadness:2,surprise:1",,
Jah khalib,1,341,0.4046920821114369,0.2404692082111437,0.0,0.05278592375366569,joy:12,,
Jah-Khalib-ZNNKN-2015,1,436,0.3623853211009174,0.23394495412844038,0.0,0.01834862385321101,"joy:4,anger:1,fear:1",,
Jamal TGK,1,151,0.7350993377483444,0.6158940397350994,0.013245033112582781,0.013245033112582781,"joy:2,anger:1,sadness:1",2009.0,2009.0
Jencarlos,1,304,0.3355263157894737,0.07894736842105263,0.0,0.023026315789473683,"joy:4,sadness:2",2009.0,2009.0
Jerry aka Нелегальный,1,209,0.9234449760765551,0.8708133971291866,0.0,0.0,,,
K'Maro,1,641,0.47269890795631825,0.27301092043681746,0.0,0.0218408736349454,"joy:9,sadness:2",2024.0,2024.0
KILLJOY | RHYME TIME inc.,1,390,0.8153846153846154,0.6948717948717948,0.0,0.0,,2020.0,2020.0
KOT BALU & JAH KHALIB,1,243,0.6172839506172839,0.4444444444444444,0.0,0.02880658436213992,"joy:5,sadness:4,surprise:2",,
KOt StYlE,1,401,0.6583541147132169,0.4937655860349127,0.0,0.0024937655860349127,"joy:2,anger:1",,
KRiceT,1,115,0.6782608695652174,0.5304347826086957,0.0,-0.008695652173913044,"sadness:3,joy:1",,
Kid,1,282,0.5212765957446809,0.36524822695035464,0.0,0.014184397163120567,"joy:3,anger:1",,
Killah Tveth,1,140,0.6214285714285714,0.4857142857142857,0.03571428571428571,0.02857142857142857,"joy:5,anger:1",,
Kristina Si & Скруджи,1,66,0.8333333333333334,0.7121212121212122,0.015151515151515152,0.0,"joy:1,sadness:1",,
Kristina Si Ft Скруджи,1,300,0.5,0.3466666666666667,0.01,0.02,"joy:5,sadness:2,fear:1",,
Kristina Si и Скруджи,1,320,0.44375,0.253125,0.0,0.0125,"joy:5,sadness:3,fear:1",,
LIL PUMP,1,364,0.5164835164835165,0.3324175824175824,0.0,0.0027472527472527475,"anger:1,joy:1",,
LIN,1,68,0.8088235294117647,0.6617647058823529,0.029411764705882353,0.0,,,
LOUIS PASTEUR,1,449,0.6035634743875279,0.46547884187082406,0.015590200445434299,0.0,"anger:2,joy:1",,
Lasha MC,1,560,0.725,0.5803571428571429,0.0035714285714285713,0.0035714285714285713,"joy:4,fear:2",,
Lebron,1,310,0.6,0.44193548387096776,0.0,-0.00967741935483871,"anger:6,joy:2,sadness:1",,
Lil'Stop,1,332,0.6144578313253012,0.4939759036144578,0.0,0.006024096385542169,"joy:3,fear:2,anger:1",,
Loc Dog,1,526,0.6596958174904943,0.5228136882129277,0.0038022813688212928,0.005703422053231939,"joy:5,anger:1,fear:1",2014.0,2014.0
Loc- Dog,1,636,0.559748427672956,0.4088050314465409,0.009433962264150943,0.031446540880503145,"joy:7,fear:1",,
Long Star,1,275,0.5563636363636364,0.4036363636363636,0.014545454545454545,0.014545454545454545,"joy:1,sadness:1",2017.0,2017.0
Louis Armstrong,1,72,0.8194444444444444,0.6805555555555556,0.0,0.041666666666666664,joy:3,,
Louis Pasteur,1,454,0.6541850220264317,0.5418502202643172,0.013215859030837005,0.006607929515418502,"anger:1,joy:1",,
Lustral,1,247,0.3481781376518219,0.22267206477732793,0.0,0.008097165991902834,"joy:2,sadness:2",1997.0,1997.0
Lx24,1,125,0.456,0.24,0.0,-0.008,sadness:1,,
MC NO LIMIT,1,305,0.5508196721311476,0.4131147540983607,0.0,-0.02622950819672131,"anger:8,fear:1",,
MC Молодой,1,329,0.5957446808510638,0.4376899696048632,0.09422492401215805,0.0121580547112462,"joy:4,anger:1,fear:1",,
MC-Нэмэр,1,429,0.6596736596736597,0.5011655011655012,0.0,0.011655011655011656,"joy:5,disgust:1,fear:1",,
MEOW!,1,87,0.5977011494252874,0.3793103448275862,0.0,0.011494252873563218,joy:1,,
Marisa Mars,1,241,0.6639004149377593,0.4979253112033195,0.0,0.0,"joy:5,sadness:5,surprise:4",,
Moonlight H.S,1,188,0.574468085106383,0.42021276595744683,0.015957446808510637,0.047872340425531915,"joy:10,sadness:1",,
Mr. Makintosh,1,347,0.6772334293948127,0.5648414985590778,0.005763688760806916,0.01440922190201729,"joy:7,anger:1,fear:1",,
Mrs. DvaTree,1,356,0.6769662921348315,0.5589887640449438,0.0028089887640449437,0.02247191011235955,joy:8,2016.0,2016.0
MuDvAyNe,1,511,0.33659491193737767,0.20156555772994128,0.003913894324853229,0.005870841487279843,"fear:2,joy:2,disgust:1",2005.0,2005.0
MЭDOX,1,156,0.7307692307692307,0.5961538461538461,0.0,0.0,"anger:1,sadness:1",,
NATALIA OREIRO,1,505,0.3287128712871287,0.21386138613861386,0.0,0.031683168316831684,"joy:17,sadness:1",2001.0,2001.0
ND Production,1,231,0.47186147186147187,0.27705627705627706,0.004329004329004329,0.004329004329004329,,,
NHK World,1,69,0.8695652173913043,0.7681159420289855,0.0,0.0,"joy:1,sadness:1",,
Nasty Nay,1,111,0.7027027027027027,0.5405405405405406,0.009009009009009009,0.009009009009009009,"joy:3,sadness:2,anger:1",,
Nebo7,1,417,0.49640287769784175,0.3405275779376499,0.002398081534772182,0.03117505995203837,"joy:13,sadness:3,anger:1",,
No Limit,1,305,0.5508196721311476,0.4131147540983607,0.0,-0.02622950819672131,"anger:8,fear:1",,
OBLADAET w/ STED.D,1,262,0.5916030534351145,0.44274809160305345,0.0,0.015267175572519083,"disgust:1,joy:1",,
OSLIKt,1,398,0.24371859296482412,0.15829145728643215,0.0,0.007537688442211055,joy:1,2025.0,2025.0
OST Кисло,1,99,0.6464646464646465,0.47474747474747475,0.010101010101010102,0.010101010101010102,joy:1,,
OneLife feat Jah Khalib,1,184,0.7010869565217391,0.5434782608695652,0.0,0.010869565217391304,disgust:7,,
Ot Vinta!,1,69,0.6811594202898551,0.42028985507246375,0.0,0.0,,,
Ot vinta,1,69,0.6811594202898551,0.42028985507246375,0.0,0.0,,,
Oxxxy,1,128,0.7734375,0.671875,0.0,0.0,"anger:1,joy:1",,
PANDAworld,1,339,0.45427728613569324,0.35988200589970504,0.011799410029498525,0.0058997050147492625,"disgust:1,joy:1",,
Parzival,1,48,0.9166666666666666,0.8333333333333334,0.0,-0.041666666666666664,"anger:1,fear:1",,
Pimp Schwab,1,190,0.28421052631578947,0.05263157894736842,0.0,0.010526315789473684,joy:2,2010.0,2010.0
R e d e m a,1,420,0.6642857142857143,0.5333333333333333,0.002380952380952381,0.014285714285714285,"joy:6,fear:3,anger:1",,
RC,1,306,0.6405228758169934,0.5032679738562091,0.00980392156862745,0.02287581699346405,"joy:4,sadness:1",,
ROTOFF,1,121,0.6446280991735537,0.5206611570247934,0.0,0.03305785123966942,"joy:5,fear:3,disgust:1",,
RSA,1,64,0.890625,0.828125,0.0,0.0,,,
Radiohead,1,176,0.5397727272727273,0.4034090909090909,0.0,0.0,,1995.0,1995.0
