node,community,degree,weighted_degree,song_count,corpus_artist
Потратил тыщу баксов,331,0,0.0,1,True
Пума,332,0,0.0,1,True
РАСКОЛЬНИКОВ,333,0,0.0,1,True
Ресторатор,334,0,0.0,1,True
Русская Императорская армія,335,0,0.0,1,True
Русские Знаки,336,0,0.0,1,True
Русские народные песни - Хор Валаамского Монастыря,337,0,0.0,1,True
Русские романсы,338,0,0.0,1,True
Руставели  (DotsFam / Многоточие),339,0,0.0,1,True
Руставели ( Многоточие ),340,0,0.0,1,True
Руставели(Многоточие/Dotsfam),341,0,0.0,1,True
СТЕПАНЕНКО Pump,342,0,0.0,1,True
Саша rAp,343,0,0.0,1,True
Саша Бест,344,0,0.0,1,True
Светлана Копылова,345,0,0.0,1,True
Светлана Разина,346,0,0.0,1,True
Свобода воли,347,0,0.0,1,True
"Сводный хор ""АП"")",348,0,0.0,1,True
Святитель Иоанн Златоуст,349,0,0.0,1,True
Семёнова Мария,350,0,0.0,1,True
Сергей Хижняк,351,0,0.0,1,True
Сидоджи Дубоshit,352,0,0.0,1,True
Скептик,353,0,0.0,1,True
Солдат Семёнов,354,0,0.0,1,True
Стас Михайлов,355,0,0.0,1,True
Стрелки,356,0,0.0,1,True
Сэт,357,0,0.0,1,True
Тандем,358,0,0.0,1,True
Таня Моль,359,0,0.0,1,True
Типа РВ!,360,0,0.0,1,True
Уматурман,361,0,0.0,1,True
Хабиб Шарипов,362,0,0.0,1,True
Хай Хэт,363,0,0.0,1,True
Хома,364,0,0.0,1,True
ЦеРН,365,0,0.0,1,True
Цыганский Барон Олександр Набок,366,0,0.0,1,True
"Вокальный Квартет ""Аккорд""",367,7,6.740158881429423,1,True
♨♨♨Детская песня♨♨♨,367,7,6.729575289208552,1,True
детская песенка,367,7,6.357732637732617,1,True
Песьня.,367,7,6.345479118273042,1,True
Анатолий Александрович,367,6,5.807066358607427,1,True
Шишков Сергей,367,6,5.807066358607427,1,True
Детская,367,6,5.424640114910622,1,True
Детские Песни,367,5,4.83285824893687,2,True
Неизвестный исполнитель,367,9,4.626092643825825,3,True
ЧиСтО боМ боММ,367,2,1.6742734507887729,1,True
это девка словно пуля,367,2,1.6742734507887729,1,True
