node,community,degree,weighted_degree,song_count,corpus_artist
ОУ74 — Ремесло,464,1,1.0,0,False
Муровей,465,0,0.0,1,True
Триагутрика,466,0,0.0,1,True
Блондин,467,1,1.0,1,True
Plastik и Manky Monk,467,1,1.0,0,False
Вадяра Блюз,468,0,0.0,1,True
MC-Нэмэр,469,0,0.0,1,True
Две Причины,470,0,0.0,1,True
GOA,471,0,0.0,1,True
Руставели(Многоточие/Dotsfam),472,0,0.0,1,True
Тараканы,473,0,0.0,1,True
Четыре таракана,474,0,0.0,1,True
Круть,475,0,0.0,1,True
Леонид Сергеев,476,0,0.0,1,True
Белки на акации,477,0,0.0,1,True
Злой дух,478,0,0.0,2,True
Шишков Сергей,479,0,0.0,1,True
"Вокальный Квартет ""Аккорд""",480,0,0.0,1,True
Песьня.,481,0,0.0,1,True
Анатолий Александрович,482,0,0.0,1,True
Детская,483,0,0.0,1,True
Louis Armstrong,484,0,0.0,1,True
♨♨♨Детская песня♨♨♨,485,0,0.0,1,True
детская песенка,486,0,0.0,1,True
Тараканы!,487,0,0.0,10,True
Оксана Дроздова,488,0,0.0,3,True
Оксана Дроздова.,489,0,0.0,1,True
Оксана Почепа,490,0,0.0,1,True
D-Bosh,491,0,0.0,1,True
Бабич Анжела,492,0,0.0,1,True
"Марьяж ""Декорации""",493,0,0.0,1,True
"Гр. ""Они""",494,0,0.0,1,True
Большая разница,495,0,0.0,1,True
Армейские Песни,496,0,0.0,1,True
Tony Gun,497,0,0.0,1,True
Курские соловьи,498,0,0.0,1,True
Типа РВ!,499,0,0.0,1,True
"Из к/ф ""Снежная любовь",500,0,0.0,1,True
ВИА Пламя,501,0,0.0,1,True
Дворовые песни,502,0,0.0,1,True
Окси,503,0,0.0,10,True
Toto Cutugno,504,0,0.0,1,True
Jencarlos,505,0,0.0,1,True
NATALIA OREIRO,506,0,0.0,1,True
Rido,507,0,0.0,2,True
Доктор Айболит,508,0,0.0,1,True
Регги,509,0,0.0,2,True
реги,510,0,0.0,1,True
. ιllιlιιl Сява,511,0,0.0,1,True
"Нее, это не Многоточие. Это DSB",512,0,0.0,1,True
ЮГ,513,6,6.0,1,True
Лигалайз,513,3,4.0,11,True
Bad Balance,513,1,2.0,2,True
Sir-J,513,1,1.0,0,False
Yori,513,1,1.0,0,False
Джип,513,1,1.0,0,False
Money Mike,513,1,1.0,0,False
Стахей,513,1,1.0,0,False
"Karas, Лигалайз — Будущие мамы 2.0",513,1,1.0,0,False
Каста - Влади - Что Нам Делать в Греции?,514,0,0.0,1,True
Домино,515,1,1.0,10,True
Пабло — Домино,515,1,1.0,0,False
Domino,516,0,0.0,1,True
polusplus.com,517,0,0.0,1,True
Валдай,518,0,0.0,1,True
Animal Jazz,519,0,0.0,1,True
Alex Dark Stalker98,520,0,0.0,1,True
Анимал джаз,521,0,0.0,1,True
Chpoks,522,0,0.0,1,True
dom1No,523,0,0.0,1,True
dom!No,524,0,0.0,2,True
ST,525,0,0.0,1,True
не ну это пиздец песня,526,0,0.0,1,True
Глеб Романов,527,0,0.0,1,True
Nasty Nay,528,0,0.0,1,True
Nebo7,529,0,0.0,1,True
1 klass,530,0,0.0,1,True
Alex Fish,531,0,0.0,1,True
Domino-Прыгай в такт,532,0,0.0,1,True
Гайтана,533,0,0.0,1,True
Эльбрус Джанмирзоев,534,1,1.0,21,True
Alexandros Tsopozidis-Бродяга 2014 минус,534,1,1.0,0,False
Daily,535,0,0.0,1,True
Витя АК-47,536,0,0.0,11,True
Купэ,537,0,0.0,1,True
Ак,538,1,1.0,3,True
Inkognito - Про Нее,538,1,1.0,0,False
█ Ак-47,539,0,0.0,1,True
•АК-47,540,0,0.0,1,True
Пума,541,0,0.0,1,True
┴═╦╕АК-47,542,0,0.0,2,True
Ака-47,543,0,0.0,2,True
┴═╦╕ АК 47,544,0,0.0,1,True
Максим Ак-47,545,0,0.0,1,True
►АК-47,546,0,0.0,1,True
НоГГано feat Витя ак-47,547,0,0.0,1,True
Витя Ак 47,548,0,0.0,2,True
2H Company,549,0,0.0,1,True
Кендра,550,0,0.0,1,True
┴═╦╕Витя АК-47,551,0,0.0,1,True
ака 47,552,0,0.0,2,True
АК- 47,553,0,0.0,1,True
❡АК-47,554,0,0.0,1,True
[АК-47],555,0,0.0,2,True
★ Ак-47 ★,556,0,0.0,1,True
Витя Ака 47,557,0,0.0,1,True
Витя,558,0,0.0,1,True
Многоточие,559,8,8.0,139,True
Красное Дерево,559,2,2.0,1,True
Master Spensor,559,1,1.0,0,False
Отверженные и White Hot Ice,559,1,1.0,0,False
Трилл,559,1,1.0,0,False
Санчес,559,1,1.0,0,False
Руставели (Многоточие,559,1,1.0,0,False
White Hot Ice и Красное Дерево,559,1,1.0,0,False
Окна,559,1,1.0,0,False
Iren,559,1,1.0,0,False
KReeD,560,0,0.0,1,True
Вика Дайнеко и Корни,561,0,0.0,3,True
Defro,562,0,0.0,1,True
Виктория Дайнеко и Корни,563,0,0.0,4,True
D.I.P. PROJECT,564,0,0.0,1,True
Integra,565,0,0.0,1,True
Неизвестный,566,0,0.0,1,True
Ева Польна,567,0,0.0,1,True
Алексей Гоман,568,0,0.0,1,True
13 Фронт,569,0,0.0,1,True
G-Nise и Алексей Кабанов,570,0,0.0,1,True
Таня Моль,571,0,0.0,1,True
Мария Чайковская,572,0,0.0,1,True
Ассорти,573,0,0.0,1,True
МНОГОТОЧИЕ BAND,574,0,0.0,3,True
✿Не Предел feat. Многоточие,575,0,0.0,1,True
♫ Многоточие,576,0,0.0,1,True
Многоточие.,577,0,0.0,1,True
Руставели (Многоточие),578,0,0.0,5,True
"MSI, GTi, ST, Многоточие, FC Dinamo",579,0,0.0,1,True
Мэф (Ю.Г.) и L. Beeatch (Многоточие),580,0,0.0,1,True
Dotsfam (ex Многоточие),581,0,0.0,1,True
Руставели  (DotsFam / Многоточие),582,0,0.0,1,True
Многоточие (DotsFam),583,0,0.0,1,True
White hot ice feat Многоточие,584,0,0.0,1,True
